"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Reach,Likes,Shares,Follows,Comments,Saves,Views
18364048636107091,17841406860905948,init.fiu,"INIT FIU","Third wave of sponsors! Thank you again so much to these amazing sponsors and all of our other amazing sponsors too 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/22/2024 14:17",https://www.instagram.com/p/DAO_VgSvOCn/,"IG image",,Lifetime,1330,35,4,0,0,2,2501
18038209912935858,17841406860905948,init.fiu,"INIT FIU","Yes what you’ve heard is true, the rumours are true 🤭

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",13,"09/21/2024 10:04",https://www.instagram.com/reel/DAL9Y6KvNBU/,"IG reel",,Lifetime,1885,75,10,1,5,4,3854
18014925845617123,17841406860905948,init.fiu,"INIT FIU","‼️ Tomorrow ‼️ @ 4-6pm @ PG6 116
Career prep for #ShellHacks 2024 which is NEXT WEEK!!! 🥳

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/19/2024 11:16",https://www.instagram.com/p/DAG8MdqPvNq/,"IG carousel",,Lifetime,1483,56,15,1,0,6,2706
18077643217548665,17841406860905948,init.fiu,"INIT FIU","‼️ Tomorrow ‼️ @ 2-4pm @ PG6 116
Intro to ML: Deep Learning

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/19/2024 09:13",https://www.instagram.com/p/DAGuNIhPtXM/,"IG carousel",,Lifetime,1335,74,9,0,0,0,2662
17984372885589978,17841406860905948,init.fiu,"INIT FIU","Missed both of our Q&A sessions? Don’t worry, here is a recap of our most recent one!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/18/2024 07:06",https://www.instagram.com/p/DAD60GjxKSU/,"IG carousel",,Lifetime,1212,61,22,0,0,10,3043
18015788687312537,17841406860905948,init.fiu,"INIT FIU","🗣️ Check your emails panthers!!!
Final wave of acceptances is out 😱

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/17/2024 16:16",https://www.instagram.com/p/DAB8TVKP4iB/,"IG image",,Lifetime,985,30,4,0,0,0,2261
17930402696925943,17841406860905948,init.fiu,"INIT FIU","That’s a wrap!! 🦕 REGISTRATION IS NOW CLOSED 🦖 Remember to confirm attendance in your hacker dashboard 💜 See you on September 27th-29th🫡",0,"09/15/2024 21:00",https://www.instagram.com/p/C_9r1eqN9vB/,"IG image",,Lifetime,1320,56,7,0,1,0,2525
18014970887612528,17841406860905948,init.fiu,"INIT FIU","Join us this week on Tuesday, September 17th for a NIKE X INIT info session 🤩

We will have recruiters from NIKE there to tell you all about the process on how to get tech internships at the company!

⏰ 3pm - 5pm
🏠 AHC 5
🚪 201

😍 We’re so thankful to have this amazing partnership with such an awesome company!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/15/2024 09:54",https://www.instagram.com/p/C_8fsMkvKE0/,"IG image",,Lifetime,1122,44,13,0,0,11,2631
18059998021734656,17841406860905948,init.fiu,"INIT FIU","🚨 Last day to register for #ShellHacks ‼️ 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/15/2024 09:06",https://www.instagram.com/p/C_8aJbTvF78/,"IG image",,Lifetime,1019,17,7,1,0,1,1961
18001444571662222,17841406860905948,init.fiu,"INIT FIU","Gumball hasn’t registered for Shell, he just doesn’t get it... but we do!

Sign up before the final FINAL deadline tomorrow 🔗 ShellHacks.net

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",9,"09/14/2024 09:07",https://www.instagram.com/reel/C_51TuCvL98/,"IG reel",,Lifetime,1394,93,14,0,1,4,2714
18008655575383719,17841406860905948,init.fiu,"INIT FIU","🚨 1 day left until the final #ShellHacks registration deadline

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/14/2024 09:02",https://www.instagram.com/p/C_506B6vfEH/,"IG image",,Lifetime,980,16,2,0,0,0,1626
18075106807558838,17841406860905948,init.fiu,"INIT FIU","😍🥳 Thank you to @bnymellon for sponsoring this years #ShellHacks for the first time! We’re so excited 🥳

Make sure to stop by their booth to talk to employers and ask about all their opportunities 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",62,"09/13/2024 11:54",https://www.instagram.com/reel/C_3jrWEPX9X/,"IG reel",,Lifetime,985,28,2,0,1,0,1904
18035942309323335,17841406860905948,init.fiu,"INIT FIU","🚨 2 days left until the final #ShellHacks registration deadline

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/13/2024 07:31",https://www.instagram.com/p/C_3FrcmxkDd/,"IG image",,Lifetime,925,17,3,0,0,1,1518
17856888414252938,17841406860905948,init.fiu,"INIT FIU","😍 Once again, thank you so much to @statefarm for coming BACK and sponsoring this years #ShellHacks 2024!

▶️ Make sure to stop by their booth to learn about how to get more involved with the tech side of their company which is super vital to the business. Also learn about their challenge project and impress them with your skills!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",43,"09/12/2024 06:59",https://www.instagram.com/reel/C_0dI1TxEsB/,"IG reel",,Lifetime,1218,57,8,0,0,2,2138
18035185280150858,17841406860905948,init.fiu,"INIT FIU","🚨 3 days left until the final #ShellHacks registration deadline

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/12/2024 06:49",https://www.instagram.com/p/C_0cEleRZ52/,"IG image",,Lifetime,847,11,5,1,0,1,1775
18041956624995998,17841406860905948,init.fiu,"INIT FIU","INIT BUILD membership applications have opened ‼️

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/11/2024 14:42",https://www.instagram.com/p/C_ytbwlPTch/,"IG image",,Lifetime,2843,79,31,0,6,9,8220
18002244140652653,17841406860905948,init.fiu,"INIT FIU","Make sure to stop by @nvidia ‘s table to ask about their undergrad internship opportunities and the very educational workshops they will be hosting during #ShellHacks ‼️ 

Thank you again to @nvidia for sponsoring this years #ShellHacks 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",42,"09/11/2024 11:00",https://www.instagram.com/reel/C_yT8Chv9Ys/,"IG reel",,Lifetime,1236,47,54,0,2,2,2306
18112129576405437,17841406860905948,init.fiu,"INIT FIU","🥳 Check out our workshops for this week 

⭐INIT REACH: Weekly Interview Prep (❗Tomorrow❗): Thursday, 3:30pm - 5:30pm @ PG6 112

⭐INIT EXPLORE: Intro to Machine Learning: Friday, 2pm - 4pm @ PG6 116

Register now! 🔗 go.fiu.edu/init

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/11/2024 08:42",https://www.instagram.com/p/C_yERe-PLBH/,"IG image",,Lifetime,1202,42,6,1,0,2,2406
17928806261826106,17841406860905948,init.fiu,"INIT FIU","🚨 4 days left until the final #ShellHacks registration deadline

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/11/2024 07:17",https://www.instagram.com/p/C_x6krzxqiY/,"IG image",,Lifetime,826,19,5,0,0,1,1522
18448257445057472,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to @microsoft for sponsoring this years #ShellHacks!!! So excited to see them again and to learn more about the amazing opportunities that they provide for students 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",16,"09/10/2024 08:36",https://www.instagram.com/reel/C_vepnaRzMV/,"IG reel",,Lifetime,1416,91,10,0,2,5,3062
18069019528594658,17841406860905948,init.fiu,"INIT FIU","🚨 5 days left until the final #ShellHacks registration deadline

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/10/2024 06:26",https://www.instagram.com/p/C_vP6mavZq5/,"IG image",,Lifetime,717,14,4,0,2,0,1298
18023544533153021,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to one of our sponsors @BreakThroughTech

Learn about their sprinternship program and amazing AI guild!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",60,"09/09/2024 10:16",https://www.instagram.com/reel/C_tFTbNPd6h/,"IG reel",,Lifetime,1430,44,4,1,2,1,2593
18115007020400035,17841406860905948,init.fiu,"INIT FIU","Third wave of acceptances is out 👀
CHECK YOUR EMAILS PANTHERS 🥳🥳

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/09/2024 09:26",https://www.instagram.com/p/C_s_rWEPQg8/,"IG image",,Lifetime,900,46,6,0,0,1,1613
18021652781187801,17841406860905948,init.fiu,"INIT FIU","🚨 6 days left until the final #ShellHacks registration deadline

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/09/2024 08:00",https://www.instagram.com/p/C_s14Yqx3CO/,"IG image",,Lifetime,1044,25,5,0,0,1,1728
18066506458529746,17841406860905948,init.fiu,"INIT FIU","Thank you to all our sponsors for #ShellHacks 2024

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/08/2024 15:16",https://www.instagram.com/p/C_rC-Xdv-be/,"IG image",,Lifetime,3319,75,14,9,0,8,4565
17976751151748437,17841406860905948,init.fiu,"INIT FIU","🚨 7 days left until the final #ShellHacks registration deadline

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/08/2024 12:46",https://www.instagram.com/p/C_qx1c0P2nW/,"IG image",,Lifetime,1021,27,3,0,0,1,1799
17939028551887829,17841406860905948,init.fiu,"INIT FIU","🚨 8 days left until the final #ShellHacks registration deadline

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/07/2024 11:36",https://www.instagram.com/p/C_oE_21PeCD/,"IG image",,Lifetime,1164,37,43,2,0,4,2054
18005616707638436,17841406860905948,init.fiu,"INIT FIU","What are you going to bring to #ShellHacks?

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",38,"09/06/2024 07:35",https://www.instagram.com/reel/C_lEcZGRzWa/,"IG reel",,Lifetime,1657,63,51,1,9,6,3623
18043773514953740,17841406860905948,init.fiu,"INIT FIU","😎 Welcome back panthers! Check out our first week of workshops 🚀 

⭐INIT REACH: Weekly Interview Prep (❗Tomorrow❗): Thursday, 3:30pm - 5:30pm @ PG6 112

⭐INIT EXPLORE: Intro to Machine Learning: Friday, 2pm - 4pm @ PG6 116

⭐INIT REACH: Career prep: Friday, 4pm - 6pm @ PG6 116

Register now! 🔗 go.fiu.edu/init

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/04/2024 10:49",https://www.instagram.com/p/C_gRQhHP_r-/,"IG image",,Lifetime,2444,63,13,3,1,5,3999
18450299734052983,17841406860905948,init.fiu,"INIT FIU","🤩 Check out the non-profit patient safety technology challenge that will be held at #ShellHacks this year 🥳

Come meet recruiters from the company and ask about the challenge and other opportunities!
And don’t miss out on all the other opportunities and workshops that will be held alongside these amazing challenges!
#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",23,"09/04/2024 08:39",https://www.instagram.com/reel/C_gCRI5x5EO/,"IG reel",,Lifetime,1006,36,2,0,1,2,1810
18006787295394237,17841406860905948,init.fiu,"INIT FIU","🦖⏰ **BREAKING: Registration Extended!** 🦕🚀 You’ve got extra time to join the ShellHacks. Don’t let this chance go extinct—register now and bring your ideas to life! 📝✨

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"09/01/2024 21:16",https://www.instagram.com/p/C_ZqpUGsgEV/,"IG image",,Lifetime,1601,44,12,3,0,5,2958
18011335574550446,17841406860905948,init.fiu,"INIT FIU","‼️ Tomorrow ‼️ @ 12pm - 7pm
Visit the arcade in an effort to support STEM and STEAM development! @cafecultura_mia has partnered with Flynn’s Arcade and Infento
🥳 Come have fun and play arcade games!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/31/2024 10:52",https://www.instagram.com/p/C_V-XkpPaWN/,"IG image",,Lifetime,1512,30,5,0,0,2,2731
17919583577967039,17841406860905948,init.fiu,"INIT FIU","What should you expect by going to #ShellHacks ? 🤔 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",25,"08/31/2024 09:16",https://www.instagram.com/reel/C_VzHVPxURT/,"IG reel",,Lifetime,2313,165,23,2,11,7,5271
18040189916049569,17841406860905948,init.fiu,"INIT FIU","@royalcaribbean is partnering with us to host our first GBM of the Fall 2024 semester, come hear what they have to say about tips and tricks to get into the industry!

Don’t miss out on the opportunity to get INIT!
😎 And also don’t miss out on some cool swag we’re going to have

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",26,"08/30/2024 09:18",https://www.instagram.com/reel/C_TN2fERTJG/,"IG reel",,Lifetime,1309,90,13,0,0,5,2948
17937416855902713,17841406860905948,init.fiu,"INIT FIU","🥳 We’re grateful to have @chevron helping fund this year’s #ShellHacks

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/28/2024 09:05",https://www.instagram.com/p/C_ODyOVxbPN/,"IG image",,Lifetime,982,31,2,1,0,0,1864
18277136434242966,17841406860905948,init.fiu,"INIT FIU","🥳 Our first general body meeting of the semester will be this Friday, August 30th @ GL 100 @ 3pm - 5pm 

We are also so grateful to have our first GBM co-hosted by @royalcaribbean ! Huge thank you to them 🙏

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/28/2024 06:37",https://www.instagram.com/p/C_Ny20VRsY3/,"IG carousel",,Lifetime,2405,132,4,5,4,10,5182
17931198866798472,17841406860905948,init.fiu,"INIT FIU","🚨 ALERT 🚨 
Registration closes THIS SUNDAY, September 1st! You won't want to miss out on this year's ShellHacks, so ACT NOW!

https://shellhacks.net !!! 🦕🦖 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/26/2024 21:54",https://www.instagram.com/p/C_KSIFZsSqC/,"IG image",,Lifetime,3407,69,8,7,0,7,5755
18128329222365831,17841406860905948,init.fiu,"INIT FIU","Ready to kick-off the semester with an incredible opportunity at Google? 🚀 Join our watchparty event for Google's Tech Exchange 2025 program this Monday! 📅 FIU will host an info session at PG6 116, starting at 7pm ET. 🕖 We will have program alumni speaking about their experience in the program and first-hand assistance for any questions you may have! 🎓

Tech Exchange is a hybrid learning program designated for CS/CE students from HSIs and HBCUs that want to land internships at Google in the Summer of 2026. 🌟 Students will be immersed in extensive mentorship networks and be taught regular curriculum classes directly by Google Engineers. 💻

Don't miss out on this opportunity! 🌟

#googletechexchange #google #weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",38,"08/26/2024 14:11",https://www.instagram.com/reel/C_JdHnZv2OU/,"IG reel",,Lifetime,2344,174,27,3,4,21,4399
18069379810574172,17841406860905948,init.fiu,"INIT FIU","🚨 Second wave of acceptances is out! Check your emails panthers 🐆 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/26/2024 08:58",https://www.instagram.com/p/C_I5Yw3xYEd/,"IG image",,Lifetime,1597,50,0,2,0,1,2747
17858450661232837,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to assurant for helping fun this year’s #ShellHacks

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/25/2024 09:34",https://www.instagram.com/p/C_GYpEdPbtA/,"IG image",,Lifetime,992,24,0,0,0,0,1781
18054014599763387,17841406860905948,init.fiu,"INIT FIU","😍 Check out another one of EBoard members, Gabe, as he shows us around @nvidia 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",60,"08/25/2024 07:43",https://www.instagram.com/reel/C_GLuQ0x129/,"IG reel",,Lifetime,2222,214,50,5,10,6,5024
18050083621879735,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to @ford for helping fund this year’s #ShellHacks

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/24/2024 10:12",https://www.instagram.com/p/C_D4PmPPnSv/,"IG image",,Lifetime,660,30,1,0,0,2,1121
18044959912913566,17841406860905948,init.fiu,"INIT FIU","Ready to kick-off the semester with an incredible opportunity at Google? 🚀 Join our watchparty event for Google's Tech Exchange 2025 program this Monday! 📅 FIU will host an info session at PG6 116, starting at 7pm ET. 🕖 We will have program alumni speaking about their experience in the program and first-hand assistance for any questions you may have! 🎓

Tech Exchange is a hybrid learning program designated for CS/CE students from HSIs and HBCUs that want to land internships at Google in the Summer of 2026. 🌟 Students will be immersed in extensive mentorship networks and be taught regular curriculum classes directly by Google Engineers. 💻

Don't miss out on this opportunity! 🌟

#googletechexchange #google #weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"08/23/2024 14:07",https://www.instagram.com/p/C_BuTChvL4b/,"IG image",,Lifetime,1643,87,0,0,2,15,2903
17990544185526565,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to @fiucommunity for helping fund this years #ShellHacks

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/23/2024 09:53",https://www.instagram.com/p/C_BRS64vsZM/,"IG image",,Lifetime,832,26,0,0,2,1,1525
18058030423726912,17841406860905948,init.fiu,"INIT FIU","Throwback to #ShellHacks 2023 🥹🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",27,"08/22/2024 09:34",https://www.instagram.com/reel/C--qMfRxyNr/,"IG reel",,Lifetime,1751,120,29,0,2,3,3455
17972723423758223,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to @capitalone for helping fund this years #ShellHacks 🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/21/2024 10:09",https://www.instagram.com/p/C-8JhHXvRqB/,"IG image",,Lifetime,753,28,1,0,0,1,1330
17936541923893471,17841406860905948,init.fiu,"INIT FIU","Check out our President, David, as he shows us how national intern day was like at @google 🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",58,"08/21/2024 07:41",https://www.instagram.com/reel/C-74VSrx50N/,"IG reel",,Lifetime,1961,183,23,1,8,7,4257
18309792985085228,17841406860905948,init.fiu,"INIT FIU","🥳 thank you to @nvidia for helping fund this years #ShellHacks ‼️

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/20/2024 10:09",https://www.instagram.com/p/C-5kwktviS7/,"IG image",,Lifetime,1068,28,3,1,0,1,1731
18055299859690930,17841406860905948,init.fiu,"INIT FIU","🥳 thank you to @statefarm for helping fund this years #ShellHacks ‼️

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/19/2024 09:09",https://www.instagram.com/p/C-25ClSx1lB/,"IG image",,Lifetime,756,31,1,0,0,1,1266
18107641660410981,17841406860905948,init.fiu,"INIT FIU","🥳 thank you to @miamidadecounty for helping fund this years #ShellHacks ‼️

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/17/2024 10:02",https://www.instagram.com/p/C-x1hEzPyx5/,"IG image",,Lifetime,786,37,1,0,0,2,1379
18027882827037452,17841406860905948,init.fiu,"INIT FIU","⚠️ INIT Ignite member applications are OPEN ⚠️

Benefits of joining Ignite:

🌱  Internship on your transcript
🌱  CIS 1940 - free and zero credits
🌱  Volunteer hours
🌱  Gain leadership & team skills
🌱  Practice communication skills
🌱  Inspire the future generation

🚨 DEADLINE FOR APPLYING: August 23rd
‼️ Register now: go.fiu.edu/initignite ‼️

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"08/16/2024 12:29",https://www.instagram.com/p/C-vhjEIPPea/,"IG carousel",,Lifetime,1059,50,4,0,0,4,3012
