"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Reach,Likes,Shares,Follows,Comments,Saves,Views
18320455123157524,17841406860905948,init.fiu,"INIT FIU","🥳 Priority registration has been extended exclamation ‼️ Apply now 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/16/2024 09:06",https://www.instagram.com/p/C-vKUVRRK4R/,"IG image",,Lifetime,1277,42,5,1,0,1,2077
18036310100028499,17841406860905948,init.fiu,"INIT FIU","Thank you to @miamitechworks for helping fund this years #ShellHacks 🙏🏻

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/15/2024 08:03",https://www.instagram.com/p/C-seW5hxBQo/,"IG image",,Lifetime,731,36,1,0,0,2,1263
18006888833627945,17841406860905948,init.fiu,"INIT FIU","Have questions about #ShellHacks ?

Here is a recap of our recent Q&A session

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/14/2024 09:42",https://www.instagram.com/p/C-qE33oPOVl/,"IG carousel",,Lifetime,807,50,2,0,0,3,1761
18094351471454284,17841406860905948,init.fiu,"INIT FIU","🚨 Reminder to apply to #ShellHacks!!!!! 🚨

Any and all skill sets are welcomed! Not limited to just programming

Come meet recruiters and learn about different positions and possible internship opportunities!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",18,"08/13/2024 09:08",https://www.instagram.com/reel/C-nb5zWx2i0/,"IG reel",,Lifetime,1772,83,10,1,4,8,4178
17973023516755977,17841406860905948,init.fiu,"INIT FIU","🥳 Second wave of sponsors 🙏🏻

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/12/2024 09:38",https://www.instagram.com/p/C-k628sxpl1/,"IG image",,Lifetime,1398,53,10,2,3,3,2114
18036870125478421,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to Google for helping fund this year’s #ShellHacks!!!!!

Come meet recruiters and learn about different positions and possible internship opportunities!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/07/2024 09:38",https://www.instagram.com/p/C-YC1z5RyUC/,"IG carousel",,Lifetime,741,68,6,0,8,4,1663
17875993935111966,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to Waymo for coming back and helping fund this year’s #ShellHacks

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/06/2024 08:04",https://www.instagram.com/p/C-VTUtNxDDK/,"IG carousel",,Lifetime,749,49,2,0,2,2,1571
18272093806208844,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to Vanguard for helping fund this year’s #ShellHacks

Come meet recruiters and learn about internships and job opportunities 🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/05/2024 08:06",https://www.instagram.com/p/C-SuwUQRzWn/,"IG carousel",,Lifetime,740,57,0,0,2,4,1528
18039439589005170,17841406860905948,init.fiu,"INIT FIU","🥳 Thank you to NETFLIX for helping us with #ShellHacks

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/04/2024 10:33",https://www.instagram.com/p/C-QatYGPG2F/,"IG carousel",,Lifetime,870,95,13,1,8,4,1889
18012720404533210,17841406860905948,init.fiu,"INIT FIU","🚨 ALERT 🚨 
Priority registration is soon ending!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/03/2024 09:53",https://www.instagram.com/p/C-NxYiVx8HL/,"IG image",,Lifetime,2027,67,62,6,2,11,3388
18021879680372757,17841406860905948,init.fiu,"INIT FIU","Previous #ShellHacks winner and current E-Board Ricardo tells us about his experience going to #ShellHacks before becoming part of INIT 🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",61,"08/02/2024 07:34",https://www.instagram.com/reel/C-K7BK-Rk_R/,"IG reel",,Lifetime,1330,58,0,0,4,2,2940
17964164519786495,17841406860905948,init.fiu,"INIT FIU","🥳 We are thrilled to announce Microsoft as one of our core sponsors for #ShellHacks 2024! Welcome back 😍🙏🏻

Don’t miss the opportunity to meet the Microsoft team and learn about their job and internship opportunities!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"08/01/2024 08:59",https://www.instagram.com/p/C-IhntTRWhH/,"IG carousel",,Lifetime,1124,85,48,2,2,6,2206
18115594711376650,17841406860905948,init.fiu,"INIT FIU","🥳 Our former ShellHacks PM shows us what it’s like to be a Microsoft intern 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",75,"07/30/2024 08:04",https://www.instagram.com/reel/C-DRepXMkYo/,"IG reel",,Lifetime,1847,150,21,0,38,6,4081
18127861843368195,17841406860905948,init.fiu,"INIT FIU","Did you know this about ShellHacks 👀

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",23,"07/29/2024 07:43",https://www.instagram.com/reel/C-AnzkQxvQM/,"IG reel",,Lifetime,1646,73,30,0,12,4,3285
18107921824404374,17841406860905948,init.fiu,"INIT FIU","‼️ First wave of acceptances ‼️ 
More waves coming soon 👀 make sure to check spam
Make sure to join the ShellHacks chat in our discord 🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"07/27/2024 10:28",https://www.instagram.com/p/C97z0K8P5M2/,"IG image",,Lifetime,1214,52,6,2,3,4,1987
17966254007779843,17841406860905948,init.fiu,"INIT FIU","✨ HAPPY INTERN DAY 🥳🥳🥳 Check out our Director of Social Media, Carol, as she gives us a sneak peak into her summer SWE internship with TelevisaUnivision 😍 ✨ 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #nationalinternday #intern #interndays #televisaunivision",59,"07/25/2024 07:04",https://www.instagram.com/reel/C92RuRyRDdc/,"IG reel",,Lifetime,2216,184,78,1,33,8,4837
17859047049199050,17841406860905948,init.fiu,"INIT FIU","🎉 Tune in to hear our VP tell us why ShellHacks is VITAL to go to 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",51,"07/18/2024 08:04",https://www.instagram.com/reel/C9kX2vfxNUJ/,"IG reel",,Lifetime,1875,66,16,1,5,2,3964
17891592975048824,17841406860905948,init.fiu,"INIT FIU","ShellHacks has officially joined MLH for the 2025 season 🥳🥳

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"07/15/2024 14:02",https://www.instagram.com/p/C9dS0tXPROF/,"IG image",,Lifetime,2598,67,7,7,2,8,4106
18001083392437024,17841406860905948,init.fiu,"INIT FIU","🚨Don’t forget to register for ShellHacks 2024 and get to meet folk from the prehistoric days 🦖 

🔔 Space is limited so you want to make sure to secure your spot as a hacker, mentor, or volunteer ‼️ 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",17,"07/09/2024 07:00",https://www.instagram.com/reel/C9NFlZSRg4d/,"IG reel",,Lifetime,2167,114,20,10,22,4,4863
18047236942839681,17841406860905948,init.fiu,"INIT FIU","‼️ Volunteer applications are now open ‼️ 
This event takes a lot of coordination and it would be an amazing opportunity to get hands on experience even without completing a project! 😍

We’re so excited to see you there 🦖 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"07/06/2024 16:16",https://www.instagram.com/p/C9GW_IzPOMZ/,"IG image",,Lifetime,1951,42,8,4,1,8,3205
17903015927919210,17841406860905948,init.fiu,"INIT FIU","‼️ Judge applications are now open ‼️ 
If you believe you got what it takes, then please register! 😍

We’re so excited to see you there 🦖 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"07/04/2024 07:00",https://www.instagram.com/p/C9ANyRcy3tL/,"IG image",,Lifetime,945,34,1,2,0,0,1799
17927510162907049,17841406860905948,init.fiu,"INIT FIU","Registration for KnightHacks is now open! 🥳🥳

⛅️ October 4th - 6th

🏡 UCF ENG2 Atrium Building

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"07/03/2024 12:11",https://www.instagram.com/p/C8-Mhn8yRrQ/,"IG image",,Lifetime,1535,76,16,1,4,10,2950
18018794282367493,17841406860905948,init.fiu,"INIT FIU","‼️ Mentor applications are open ‼️ 
If you’ve already been to a hackathon or two and feel that you are ready to help others, sign up to be a mentor 🤩

We’re so excited to see you there 🦕 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",0,"07/02/2024 08:23",https://www.instagram.com/p/C87NnVhMTQc/,"IG image",,Lifetime,1601,45,8,0,1,4,2955
18004223006339449,17841406860905948,init.fiu,"INIT FIU","“What exactly is ShellHacks?” 🤔

🦕 Our amazing PM for ShellHacks 2024 takes the stage to tell us!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship #recruitment #recruiting",63,"06/25/2024 06:00",https://www.instagram.com/reel/C8o7vM1tVbP/,"IG reel",,Lifetime,1772,78,7,1,11,3,
17852160678183933,17841406860905948,init.fiu,"INIT FIU","🚀 Hey Panthers 🚀 
⚠️ Check out all the details regarding ShellHacks 2024 🦕🦖

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"06/21/2024 08:41",https://www.instagram.com/p/C8e68hzM6jV/,"IG carousel",,Lifetime,9874,434,351,41,89,86,
18133203133341435,17841406860905948,init.fiu,"INIT FIU","🦕 keep an 👁️ out for our ShellHacks site 🦖 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",24,"06/19/2024 07:34",https://www.instagram.com/reel/C8ZpmaRMCEZ/,"IG reel",,Lifetime,2063,123,25,7,20,3,
17921013926913975,17841406860905948,init.fiu,"INIT FIU","‼️ Watch out Panthers, ShellHacks 🐚 is coming soon ‼️ 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",12,"06/12/2024 06:32",https://www.instagram.com/reel/C8HgxnQsWw1/,"IG reel",,Lifetime,2144,135,14,1,13,6,
18038221360858214,17841406860905948,init.fiu,"INIT FIU","Drumroll 🥁 for April’s member of the month: Alejandro Vera! 🥳
Alejandro is a senior in Computer Science here at FIU and was an INIT Build Lead!!!

🔍 About Alejandro:
“Hi there! I'm Alejandro, a senior student at Florida International University pursuing a Bachelor degree in Computer Science (Fall '24). I am extremely passionate about Software Engineering and I was the team lead for Web Dev 1 at INIT FIU. I am also extremely excited to be an incoming SDE intern at Amazon for the summer of 2024! My journey in computer science started my senior year of high school (2021) where I started studying HTML/CSS and JavaScript out of pure curiosity and love for coding.”

🚀 Alejandro’s Proudest Achievement:
“My proudest accomplishment so far in my career has been getting my most recent internship at Amazon for a Software Development role. Getting the chance to work at a company that I absolutely adore while doing work that I am extremely devoted to is currently the accomplishment I am most proud of.” 🌐💼 

Alejandro describes his process in applying to Amazon: 
“Some key steps that I took to receive this offer is by studying technical problems via LeetCode, studying on how to succeed in a behavioral interview, and just being myself! Really showing your love for not only programming but for the company goes a long way and I believe the recruiters were able to capture that from me.”

🌎 Interests/Hobbies:
For hobbies I love running, playing basketball, playing video games, going out with friends, and traveling!

🎓 Alejandro’s Words of Wisdom:
“My strongest piece of advice for students would be to have passion. Having passion for what you want to achieve is the greatest motivator on the journey to achieving your goals and dreams. Have the passion to be involved in extremely helpful organization like INIT, have the passion to research your goals outside of the classroom, and have the passion to push your limits and embrace challenges along the way. Oh, and LeetCode for the programmers :D”

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #artificialintelligence #ai #computerscience #programming #software #webdevelopment",0,"05/08/2024 11:05",https://www.instagram.com/p/C6t4ca9LOkP/,"IG image",,Lifetime,1478,59,9,0,4,2,
18050018380618228,17841406860905948,init.fiu,"INIT FIU","📣 Attention Spring and Summer 2024 Grads - get your INIT graduation stole today!

🎖️We’ve designed these stoles so that you can proudly wear them at graduation and be recognized for your involvement in INIT.

🔥The stoles are black with a gold trim and embroidered white/gold INIT logos on both sides. We hope you all look forward to wearing them at graduation!

👀 Quantities are limited. If you’re interested in purchasing a stole, please fill out the form at http://go.fiu.edu/initstoles ⬅️ Deadline: Friday, April 25th

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"04/24/2024 09:02",https://www.instagram.com/p/C6JnRkVOWz7/,"IG carousel",,Lifetime,603,75,0,0,0,4,
18004375733435258,17841406860905948,init.fiu,"INIT FIU","Our last event for the semester 🥺
‼️ Tomorrow ‼️ @ 5pm - 7pm @ PG6 116

Join us for INIT’s Spring 2024 Final General Body Meeting and Study hall,🥳 where we’ll wrap up the semester’s successes and set the stage for what’s to come! 🎊

❇️ Gather to celebrate our achievements and study for finals together! 📚

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"04/18/2024 06:47",https://www.instagram.com/p/C557EhKOpEY/,"IG image",,Lifetime,260,36,1,0,2,1,
18307898848145530,17841406860905948,init.fiu,"INIT FIU","🎀 Special thanks to our EBoard this semester and everyone who helps INIT be as successful as we are 🥳!

(Not everyone shows up in the video 🫶🏻)

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",27,"04/17/2024 07:56",https://www.instagram.com/reel/C53d2WkMQv_/,"IG reel",,Lifetime,341,162,2,0,28,5,
17843047854201629,17841406860905948,init.fiu,"INIT FIU","What else would you guys like to know? 💭 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",67,"04/13/2024 09:39",https://www.instagram.com/reel/C5tWeCDu5Qg/,"IG reel",,Lifetime,238,62,0,0,7,1,
18107756473348092,17841406860905948,init.fiu,"INIT FIU","It’ll be okay, just come to our DEMO day 🤭

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",22,"04/11/2024 06:48",https://www.instagram.com/reel/C5n5ZSrO_l0/,"IG reel",,Lifetime,208,125,0,0,20,5,
18223380589283158,17841406860905948,init.fiu,"INIT FIU","🎉 Congrats to our March member of the Month: Marcos Carrillo 🎉

🥳 Marcos is a Junior in Computer Science who is both an Init member and Build team co-lead! Currently he is applying to a Chess.com internship, and was able to secure an offer letter to General Electric for the Fall!
🔍 About Marcos:
“Since I was a kid I loved to explore hardware components and mess around with the software and operating systems. Ever since, I’ve been building apps, websites, and utility software to provide crafty solutions to real-world problems.”
🚀 Achievements:
Marco’s proudest achievement? It was getting accepted and a full ride to study at FIU, along with an offer from General Electric for a Fall SWE Internship! 🌐💼 
🌎 Interests/Hobbies:
Marcos interests include playing Chess, programming robots, and developing AI technologies.
He also loves to go fishing in the Florida Keys and traveling around the world! 🌎
🎓Marco’s advice for other students:
“I highly advise you to attend every INIT session you can! The resources they offer and the advice they give you is critical to getting past the tough task of getting that first internship and even preparing for interviews.”

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"04/09/2024 09:04",https://www.instagram.com/p/C5i_givsjBc/,"IG image",,Lifetime,179,41,0,1,3,1,
17844113682198699,17841406860905948,init.fiu,"INIT FIU","Tune in this Friday to our BUILD demo day!
⏰ 5pm - 7pm
🚪 PG6 116

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",11,"04/09/2024 06:56",https://www.instagram.com/reel/C5iwxwiOnUj/,"IG reel",,Lifetime,189,71,0,0,10,5,
18285761689167233,17841406860905948,init.fiu,"INIT FIU","🚀 As this semester comes to a close, we have a few more exciting events, so mark your calendars! 🗓️ 

🥳 Demo day is this Friday, April 12 from 5:00 pm to 7:00 pm @ PG6 116!!!
There will also be food and drinks 😋 

😍 Dive into the world of innovation with our dedicated Build teams, who’ve poured their passion into technical projects all semester!

Unlock insights 🧠 into Build team applications and gain valuable tips for the upcoming Fall semester 🍂 and connect with Build leads and their teams to discover the magic behind their projects! 💡

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"04/08/2024 09:25",https://www.instagram.com/p/C5gdN3auJ0m/,"IG image",,Lifetime,131,54,0,0,4,5,
17980646696656584,17841406860905948,init.fiu,"INIT FIU","🌟 “Unlock Your Career Potential: Master the Ultimate Strategic Framework!” 🌟

Join us for an empowering workshop titled “Positioning Yourself for Career Success”! 🚀 In this dynamic session, you’ll discover the strategic secrets that will propel your career to new heights. 😊🎯

🗓️ When: April 5, 1 PM - 3 PM 📍 Where: PG6 114

Don’t miss this opportunity to position yourself for greatness! 🌟✨",0,"04/04/2024 11:40",https://www.instagram.com/p/C5WZd5pPiGb/,"IG carousel",,Lifetime,125,28,0,0,0,0,
17933873465821214,17841406860905948,init.fiu,"INIT FIU","‼️ Tomorrow ‼️ @ 3pm - 5pm @ PG6 115

🚀 Dynamic Programming 🤩
😊 Join our weekly beginner-friendly interview prep session, focusing this week on the Dynamic Programming. Practice your problem-solving skills to ace your next technical interview!

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"04/03/2024 04:14",https://www.instagram.com/p/C5TBmlzuNqr/,"IG carousel",,Lifetime,111,27,0,0,0,1,
18021185687490569,17841406860905948,init.fiu,"INIT FIU","‼️ Tomorrow ‼️ @ 3pm - 5pm @ AHC5 201
🤖 Detecting Color using Computer Vision 😱

⭐️ Explore Computer Vision 🥽 and learn how to program a robot car 🚗 to identify objects and behaviors using color detection in this workshop! 😍

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"04/01/2024 13:04",https://www.instagram.com/p/C5O0oYKvCgV/,"IG carousel",,Lifetime,108,40,0,0,0,4,
18020140268129645,17841406860905948,init.fiu,"INIT FIU","🥳Join us Tomorrow at 5:00pm in the Graham Center Game Room for an Init Build: Game Day! 🎲

🔔 Don’t miss out on the fun – register now to secure your spot and enjoy playing video games 🎮, board games ♟️, and much more with friends. Plus, there will be Pizza 🍕 and light refreshments! See you there! ☺️

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"03/27/2024 19:10",https://www.instagram.com/p/C5CmhZXNW5G/,"IG image",,Lifetime,66,28,0,0,0,0
18021152431930719,17841406860905948,init.fiu,"INIT FIU","‼️ Tomorrow ‼️ @ 3pm - 5pm @ PG6 115

✨ Interview Prep: Two Pointer ✨ 
▶️Join our weekly beginner-friendly interview prep session, focusing this week on the Two Pointers technique 🧐. Practice your problem-solving skills to ace your next technical interview! 🚀 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"03/27/2024 10:33",https://www.instagram.com/p/C5BrZmauoFj/,"IG carousel",,Lifetime,68,28,0,0,1,1
18294134527084741,17841406860905948,init.fiu,"INIT FIU","‼️ Tomorrow ‼️ @ 2pm - 4pm @ CASE 136
Learn more Web Dev 🌐 and how to build your own ChatGPT w/ React
✨ Learn the fundamentals of React, the most popular Javascript library and create your own personal version of ChatGPT! ✨ 

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"03/26/2024 08:28",https://www.instagram.com/p/C4-4XXcMY-X/,"IG carousel",,Lifetime,74,49,0,0,3,4
18042416527677811,17841406860905948,init.fiu,"INIT FIU","🥳 Let’s give a warm round of applause to our outstanding Member of the Month of February, Firas Natour!

🌟 Meet Firas Natour, a dedicated master’s student in Computer Science. Firas brings a wealth of experience and passion to our tech community 🤩

🔍 Background:
Firas completed his bachelor’s degree in Computer Science at FIU, graduating in 2022. And was previously a member of Upsilon Pi Epsilon (now Init), Firas has transitioned into the world of master’s studies. His academic journey has led him deeper into fascinating areas such as algorithms, software security, and AI 🤖

🚀 Achievements:
Firas’s crowning achievement? Building a full-stack website for a business that is still actively used. 🌐💼 

🌎 Interests Beyond Code:
When he’s not immersed in code, Firas enjoys:
⭐️ Chilling with friends 🙌
⭐️ Nighttime drives 🌃
⭐️ Exploring world culture and politics 🌍🗳️
⭐️ Listening to folk music from different countries 🎶

🎓 Words of Wisdom:
Firas encourages fellow students:
“Big universities often lack the vibrant tech organizations we have here at Init. Make the most of it! Attend workshops, hackathons, and career fairs. Seek research opportunities, volunteer, practice coding, and pursue certifications alongside your studies.”

Once again, congratulations, Firas! Your dedication and contributions inspire us all 🎈👏

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"03/22/2024 10:02",https://www.instagram.com/p/C40v6agu7e1/,"IG image",,Lifetime,76,55,0,0,5,0
17876553639053285,17841406860905948,init.fiu,"INIT FIU","‼️ Tomorrow ‼️ @ 1pm - 3pm @ PG6 114

🤩 Come and learn about experiences and various insights into internships and professional growth 🧠 from multiple new grads! 🥳

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"03/21/2024 15:04",https://www.instagram.com/p/C4ytoMYPoke/,"IG carousel",,Lifetime,82,56,0,0,1,8
18004027745199944,17841406860905948,init.fiu,"INIT FIU","‼️ Tomorrow ‼️ @ 3pm - 5pm @ PG6 115

Join our beginner-friendly technical interview prep workshop on graphs 📊 , where you'll gain essential skills for navigating graph-related questions with confidence 🤩

#weareinit #hackathon #miamitech #diversityintech #miami #technology #tech #instatech #techie #innovation #computerscience #programming #software #webdevelopment #artificialintelligence #machinelearning #cybersecurity #womenintech #developer #college #collegelife #student #career #careergoals #internship",0,"03/20/2024 08:54",https://www.instagram.com/p/C4veewUM1Y7/,"IG carousel",,Lifetime,75,41,0,0,1,1
